Movie_Title,Storyline_Raw,Storyline_Processed
Min fantastiske fremmede,"Scrambled' follows the uniquely quirky story of a man with half a penis, freshly out of prison, as he reenters the his former best friend's life, who is now an omelette chef, and wreaks havoc in all aspects of his life.",scrambled follows uniquely quirky story man half penis freshly prison reenters former best friend life omelette chef wreaks havoc aspects life
Boksi Ko Ghar,"When a number of mutilated bodies are discovered in a mansion, seasoned Detective Taylor is charged with finding the killer. An unlikely suspect reveals that some secrets are taken to the grave and some secrets take us to the grave",number mutilated bodies discovered mansion seasoned detective taylor charged finding killer unlikely suspect reveals secrets taken grave secrets take us grave
Kemba,"Man loses job, faces financial ruin. Desperate, he enters illegal arms trade, eventually becoming South India's most notorious arms lord as his involvement deepens.",man loses job faces financial ruin desperate enters illegal arms trade eventually becoming south india notorious arms lord involvement deepens
Third Eye,A Filipina K-drama fan meets the man of her dreams but things take a turn as she discovers the truth behind his pretend personality.,filipina k drama fan meets man dreams things take turn discovers truth behind pretend personality
Birds Flying East,"After her sister dies by suicide, Anna infiltrates her artistic circle through a celebrity rehab to find answers. As she digs deeper, disturbing revelations challenge her quest for truth.",sister dies suicide anna infiltrates artistic circle celebrity rehab find answers digs deeper disturbing revelations challenge quest truth
Slocum et moi,"The movie is about the real life story of a girl named Ameena from Hyderabad, India, who is victim of human trafficking.",movie real life story girl named ameena hyderabad india victim human trafficking
Something's More Than One Thing,"Two lovers navigate post-graduation life, facing challenges of long-distance relationship and career demands. Their perspectives on shared experiences diverge as physical and emotional distance grows, straining their bond over time.",two lovers navigate post graduation life facing challenges long distance relationship career demands perspectives shared experiences diverge physical emotional distance grows straining bond time
Fureru,"One family, namely Rahayu and her two children, Anissa and Aan, moved to a village that is said to have a dark history. One day, Aan disappeared without a trace because he was kidnapped by a spirit.",one family namely rahayu two children anissa aan moved village said dark history one day aan disappeared without trace kidnapped spirit
Ooru Peru Bhairavakona,"A hilarious headbanger finally makes it after struggling for decades, revealing it was all because of a childhood incident when the dark forces of heavy metal reached out from the grave.",hilarious headbanger finally makes struggling decades revealing childhood incident dark forces heavy metal reached grave
Bull Shark 3,"Lovers Tom and Ajani dream of a new life in which their relationship does not have to be a secret. The two feel like outsiders in their conservative, small village. They move to Amsterdam, where a journey of self-discovery awaits them.",lovers tom ajani dream new life relationship secret two feel like outsiders conservative small village move amsterdam journey self discovery awaits
Waarom Wettelen,A gang of outlaws defend their hideout until they discover a shocking secret about who they are and what they're up against. Now it's a race against time as they look for a way to escape certain doom at the hands of the Clone Cops.,gang outlaws defend hideout discover shocking secret race time look way escape certain doom hands clone cops
